Age,Budget,Interet,Duree,Climat,Type_Voyage,Saison,Nationalite,Activite,Destination
62,6835.0,Aventure,8,Chaud,Solo,Été,Britannique,Histoire,Rome
55,7244.0,Ville,5,Désertique,Amis,Printemps,Canadien,Histoire,Dubai
23,5026.0,Gastronomie,7,Chaud,Famille,Printemps,Canadien,Tango,Sydney
23,4764.0,Shopping,16,Chaud,Famille,Printemps,Chinois,Randonnée,Le Cap
55,5913.0,Ville,18,Désertique,Amis,Printemps,Indien,Musique,Dubai
66,,Cultuer,4,Tempéré,Couple,Automne,Brésilien,Architecture,Barcelone
34,3915.0,Ville,4,Désertique,Amis,Printemps,Australien,Gastronomie,Lisbonne
28,4087.0,Aventure,5,Froid,Solo,Hiver,Allemand,Aurores boréales,Reykjavik
62,1447.0,Ville,9,Tempéré,Solo,Automne,Australien,Photographie,Lisbonne
59,7591.0,Nature,7,Tempéré,Couple,Automne,Indien,Photographie,Le Cap
67,7710.0,Aventure,16,Désertique,Solo,Été,Australien,Photographie,Queenstown
25,3927.0,Ville,17,Froid,Couple,Printemps,Allemand,Tango,Londres
62,5364.0,Nature,8,Désertique,Amis,Été,Brésilien,Randonnée,Le Cap
32,5175.0,Nature,15,Tempéré,Famille,Automne,Allemand,Histoire,Le Cap
18,4705.0,Histoire,11,Tempéré,Solo,Hiver,Britannique,Opéra,Sydney
65,2173.0,Cultuer,12,Froid,Couple,Hiver,Brésilien,Aurores boréales,Reykjavik
30,4709.0,Ville,6,Tempéré,Amis,Hiver,Indien,Histoire,Berlin
45,1303.0,Gastronomie,20,Tempéré,Couple,Hiver,Brésilien,Musée,Paris
45,6142.0,Nature,8,Froid,Amis,Automne,Chinois,Gastronomie,Reykjavik
51,6352.0,Nature,10,Désertique,Solo,Été,Japonais,Histoire,Kyoto
30,6274.0,Culture,8,Chaud,Famille,Hiver,Allemand,Gastronomie,Hanoï
60,5014.0,Plage,17,Chaud,Couple,Printemps,Chinois,Surf,Bali
39,5233.0,Plage,12,Désertique,Solo,Automne,Canadien,Randonnée,Santorin
69,1675.0,Histoire,20,Froid,Famille,Automne,Indien,Musée,Amsterdam
27,2045.0,Aventure,11,Chaud,Couple,Été,Allemand,Carnaval,Rio de Janeiro
54,,Cultuer,5,Froid,Famille,Été,Japonais,Gastronomie,
54,,Cultuer,5,Froid,Famille,Été,Japonais,Gastronomie,Tokyo
59,7345.0,Histoire,19,Froid,Couple,Printemps,Français,Shopping,Dubai
59,5426.0,Ville,14,Tempéré,Couple,Automne,Indien,Shopping,New York
55,4034.0,Nature,11,Tempéré,Solo,Printemps,Britannique,Gastronomie,Le Cap
51,5855.0,Ville,11,Froid,Famille,Été,Britannique,Histoire,Berlin
19,3399.0,Aventure,19,Tempéré,Solo,Printemps,Indien,Photographie,Machu Picchu
33,5089.0,Histoire,5,Chaud,Amis,Printemps,Américain,Carnaval,Rio de Janeiro
37,3110.0,Culture,16,Tempéré,Famille,Hiver,Canadien,Photographie,Paris
56,7687.0,Shopping,13,Tempéré,Solo,Été,Britannique,Shopping,New York
60,5355.0,Shopping,14,Tempéré,Amis,Printemps,Australien,Surf,New York
55,4943.0,Cultuer,13,Chaud,Famille,Été,Japonais,Shopping,Marrakech
47,5062.0,Histoire,3,Tempéré,Amis,Été,Australien,Tango,Buenos Aires
32,7967.0,Shopping,15,Tempéré,Amis,Été,Chinois,Romance,Venise
64,3073.0,Shopping,14,Désertique,Solo,Hiver,Allemand,Shopping,Dubai
41,4721.0,Aventure,7,Froid,Amis,Printemps,Canadien,Architecture,Queenstown
33,7891.0,Ville,19,Chaud,Famille,Été,Indien,Shopping,Dubai
30,4434.0,Aventure,20,Tempéré,Solo,Printemps,Français,Tango,Machu Picchu
26,1918.0,Shopping,6,Chaud,Couple,Hiver,Indien,Musée,Paris
62,4834.0,Plage,16,Désertique,Famille,Hiver,Britannique,Shopping,Dubai
38,1869.0,Gastronomie,19,Chaud,Famille,Hiver,Canadien,Gastronomie,Bangkok
55,,Cultuer,14,Chaud,Famille,Printemps,Indien,Photographie,Santorin
61,4270.0,Ville,20,Chaud,Famille,Été,Canadien,Architecture,Sydney
61,1859.0,Plage,4,Chaud,Couple,Été,Allemand,Musée,Rio de Janeiro
56,6450.0,Histoire,20,Tempéré,Solo,Automne,Australien,Surf,Kyoto
55,1697.0,Nature,14,Froid,Solo,Été,Britannique,Surf,Reykjavik
65,1576.0,Aventure,15,Chaud,Amis,Été,Chinois,Carnaval,Rio de Janeiro
30,2932.0,Gastronomie,4,Tempéré,Famille,Automne,Indien,Musée,Paris
25,5298.0,Gastronomie,12,Chaud,Amis,Été,Indien,Randonnée,Le Cap
69,2661.0,Aventure,7,Tempéré,Solo,Printemps,Britannique,Histoire,Machu Picchu
68,4537.0,Ville,20,Tempéré,Couple,Printemps,Français,Romance,New York
62,4924.0,Cultuer,10,Chaud,Amis,Automne,Indien,Tango,Sydney
59,2078.0,Aventure,20,Froid,Solo,Hiver,Japonais,Musée,Amsterdam
51,7709.0,Plage,5,Désertique,Couple,Été,Français,Randonnée,Bali
38,6207.0,Aventure,8,Froid,Amis,Hiver,Indien,Shopping,Queenstown
60,4781.0,Histoire,3,Chaud,Solo,Printemps,Français,Ski,Queenstown
62,7479.0,Shopping,8,Froid,Solo,Été,Brésilien,Gastronomie,Tokyo
34,6396.0,Gastronomie,16,Froid,Amis,Printemps,Français,Randonnée,Queenstown
67,4749.0,Shopping,18,Froid,Amis,Été,Indien,Gastronomie,Reykjavik
59,7075.0,Plage,13,Froid,Couple,Hiver,Indien,Ski,Queenstown
39,2988.0,Histoire,19,Chaud,Couple,Automne,Japonais,Romance,Venise
62,,Cultuer,13,Chaud,Couple,Été,Britannique,Aurores boréales,Reykjavik
51,7877.0,Ville,3,Froid,Solo,Hiver,Canadien,Romance,Londres
62,7883.0,Shopping,9,Tempéré,Amis,Hiver,Américain,Photographie,Tokyo
43,2491.0,Shopping,15,Tempéré,Solo,Hiver,Français,Musique,Vienne
30,1964.0,Histoire,5,Tempéré,Famille,Été,Américain,Randonnée,Machu Picchu
51,4447.0,Aventure,8,Désertique,Solo,Printemps,Australien,Carnaval,Queenstown
58,4321.0,Aventure,8,Froid,Solo,Été,Canadien,Ski,Queenstown
29,4818.0,Aventure,9,Désertique,Couple,Hiver,Brésilien,Opéra,Queenstown
21,7364.0,Ville,8,Tempéré,Famille,Été,Allemand,Histoire,Berlin
56,6664.0,Aventure,17,Chaud,Solo,Automne,Australien,Opéra,Sydney
18,3649.0,Cultuer,18,Froid,Couple,Automne,Brésilien,Aurores boréales,
18,3649.0,Cultuer,18,Froid,Couple,Automne,Brésilien,Aurores boréales,Reykjavik
33,3186.0,Culture,9,Chaud,Amis,Hiver,Français,Tango,Buenos Aires
19,3184.0,Histoire,19,Chaud,Amis,Hiver,Brésilien,Randonnée,Machu Picchu
21,7449.0,Shopping,15,Désertique,Couple,Printemps,Chinois,Carnaval,Dubai
62,5702.0,Nature,19,Désertique,Amis,Printemps,Australien,Gastronomie,Reykjavik
58,5373.0,Ville,13,Désertique,Solo,Hiver,Japonais,Opéra,Sydney
63,1377.0,Gastronomie,16,Tempéré,Couple,Printemps,Allemand,Aurores boréales,Mexico
48,3379.0,Plage,9,Froid,Couple,Automne,Canadien,Photographie,Santorin
37,6199.0,Shopping,9,Chaud,Amis,Printemps,Canadien,Shopping,Marrakech
51,2473.0,Nature,12,Tempéré,Amis,Automne,Allemand,Architecture,Le Cap
49,,Cultuer,9,Chaud,Amis,Printemps,Chinois,Opéra,Sydney
60,5363.0,Shopping,19,Désertique,Famille,Printemps,Indien,Ski,Queenstown
45,7857.0,Ville,12,Désertique,Couple,Hiver,Australien,Musique,Dubai
27,4569.0,Nature,18,Chaud,Amis,Hiver,Chinois,Surf,Reykjavik
40,3479.0,Aventure,17,Chaud,Couple,Printemps,Chinois,Romance,Machu Picchu
18,3435.0,Plage,17,Tempéré,Amis,Été,Français,Musique,Santorin
63,5877.0,Histoire,19,Froid,Solo,Automne,Allemand,Romance,Queenstown
37,6731.0,Gastronomie,14,Chaud,Amis,Automne,Indien,Romance,Venise
20,6346.0,Aventure,15,Tempéré,Solo,Été,Américain,Musique,Machu Picchu
59,6159.0,Plage,3,Chaud,Amis,Hiver,Allemand,Musée,Santorin
61,7290.0,Cultuer,14,Tempéré,Couple,Hiver,Américain,Opéra,Tokyo
65,3095.0,Shopping,10,Désertique,Couple,Automne,Brésilien,Shopping,Dubai
66,4148.0,Nature,8,Chaud,Solo,Hiver,Brésilien,Opéra,Sydney
68,2903.0,Gastronomie,14,Désertique,Amis,Été,Allemand,Shopping,Dubai
40,2188.0,Ville,11,Froid,Couple,Été,Français,Musique,Berlin
31,3404.0,Culture,9,Désertique,Amis,Printemps,Chinois,Opéra,Venise
61,2453.0,Shopping,15,Désertique,Famille,Hiver,Britannique,Ski,Queenstown
48,1062.0,Aventure,5,Froid,Solo,Automne,Indien,Romance,Queenstown
62,1264.0,Aventure,5,Froid,Solo,Automne,Australien,Tango,Queenstown
63,1455.0,Gastronomie,18,Tempéré,Famille,Hiver,Indien,Tango,Buenos Aires
59,,Cultuer,20,Froid,Solo,Hiver,Français,Randonnée,Machu Picchu
59,2707.0,Histoire,4,Froid,Famille,Automne,Australien,Ski,Queenstown
33,2890.0,Nature,12,Désertique,Solo,Printemps,Français,Musée,Paris
32,3577.0,Nature,5,Tempéré,Solo,Automne,Australien,Romance,Le Cap
34,3637.0,Plage,5,Désertique,Couple,Hiver,Australien,Carnaval,Rio de Janeiro
40,6139.0,Shopping,3,Froid,Solo,Été,Indien,Romance,Queenstown
44,3463.0,Shopping,11,Chaud,Famille,Automne,Britannique,Carnaval,Rio de Janeiro
61,3628.0,Gastronomie,9,Tempéré,Amis,Été,Brésilien,Shopping,New York
25,3554.0,Ville,4,Froid,Solo,Automne,Chinois,Photographie,Londres
18,7849.0,Histoire,8,Tempéré,Solo,Printemps,Canadien,Surf,Tokyo
66,2730.0,Cultuer,12,Chaud,Couple,Hiver,Japonais,Aurores boréales,Rome
53,4814.0,Histoire,13,Chaud,Amis,Été,Indien,Shopping,Marrakech
40,4994.0,Nature,7,Tempéré,Famille,Été,Indien,Musique,Le Cap
20,5973.0,Ville,19,Chaud,Couple,Automne,Canadien,Photographie,Sydney
24,4854.0,Gastronomie,7,Chaud,Solo,Hiver,Chinois,Histoire,Rome
38,3892.0,Gastronomie,11,Chaud,Couple,Été,Australien,Architecture,Barcelone
64,4006.0,Ville,10,Tempéré,Solo,Printemps,Allemand,Photographie,Lisbonne
56,6336.0,Aventure,7,Désertique,Solo,Été,Indien,Photographie,Queenstown
58,6798.0,Aventure,11,Chaud,Amis,Été,Chinois,Randonnée,Machu Picchu
38,6621.0,Shopping,8,Froid,Couple,Hiver,Français,Musée,Londres
41,,Cultuer,10,Tempéré,Solo,Automne,Chinois,Carnaval,
41,,Cultuer,10,Tempéré,Solo,Automne,Chinois,Carnaval,Rio de Janeiro
24,3551.0,Shopping,5,Désertique,Solo,Hiver,Allemand,Aurores boréales,Reykjavik
51,2704.0,Ville,11,Chaud,Famille,Été,Allemand,Tango,Bangkok
26,1833.0,Shopping,13,Froid,Couple,Hiver,Brésilien,Histoire,Prague
19,2479.0,Gastronomie,20,Désertique,Amis,Hiver,Brésilien,Ski,Queenstown
69,2494.0,Aventure,13,Chaud,Couple,Hiver,Britannique,Ski,Queenstown
20,2025.0,Nature,12,Chaud,Couple,Été,Indien,Aurores boréales,Reykjavik
63,5120.0,Ville,18,Tempéré,Famille,Été,Japonais,Architecture,New York
23,3786.0,Shopping,5,Froid,Amis,Printemps,Français,Romance,Venise
51,6263.0,Gastronomie,19,Désertique,Famille,Automne,Français,Aurores boréales,Reykjavik
69,4723.0,Cultuer,6,Tempéré,Couple,Été,Indien,Shopping,New York
21,3232.0,Aventure,9,Désertique,Solo,Été,Britannique,Gastronomie,Machu Picchu
55,1419.0,Nature,14,Désertique,Couple,Printemps,Allemand,Romance,Reykjavik
44,4213.0,Shopping,7,Tempéré,Famille,Automne,Allemand,Gastronomie,Lisbonne
33,5709.0,Culture,8,Froid,Solo,Printemps,Français,Musique,Vienne
28,4177.0,Histoire,8,Désertique,Amis,Hiver,Britannique,Aurores boréales,Reykjavik
50,1130.0,Ville,5,Désertique,Solo,Automne,Brésilien,Surf,Dubai
33,2986.0,Shopping,17,Froid,Amis,Hiver,Canadien,Photographie,Santorin
45,4799.0,Culture,16,Froid,Famille,Automne,Brésilien,Photographie,Vienne
40,6057.0,Aventure,5,Désertique,Couple,Automne,Chinois,Histoire,Queenstown
60,,Cultuer,8,Tempéré,Amis,Automne,Allemand,Gastronomie,Tokyo
51,2197.0,Gastronomie,7,Chaud,Famille,Hiver,Britannique,Shopping,Marrakech
57,1840.0,Gastronomie,13,Chaud,Famille,Hiver,Français,Ski,Bangkok
45,1150.0,Histoire,6,Désertique,Solo,Printemps,Brésilien,Opéra,Sydney
40,1290.0,Gastronomie,19,Tempéré,Famille,Été,Chinois,Shopping,New York
30,6766.0,Culture,10,Tempéré,Solo,Printemps,Australien,Randonnée,Tokyo
64,2153.0,Ville,6,Tempéré,Amis,Automne,Allemand,Carnaval,Lisbonne
44,5133.0,Histoire,19,Tempéré,Famille,Hiver,Brésilien,Gastronomie,Tokyo
55,7307.0,Plage,11,Chaud,Couple,Automne,Allemand,Ski,Bali
49,7022.0,Culture,13,Tempéré,Amis,Automne,Brésilien,Tango,Buenos Aires
61,5720.0,Cultuer,15,Froid,Solo,Été,Français,Gastronomie,Tokyo
55,2035.0,Shopping,10,Tempéré,Solo,Printemps,Australien,Carnaval,Rio de Janeiro
53,6722.0,Ville,19,Chaud,Solo,Été,Australien,Photographie,Sydney
50,7351.0,Gastronomie,14,Chaud,Amis,Été,Chinois,Romance,Venise
56,2332.0,Nature,6,Désertique,Amis,Automne,Allemand,Randonnée,Le Cap
19,5519.0,Aventure,6,Chaud,Amis,Printemps,Américain,Surf,Queenstown
21,6242.0,Nature,15,Désertique,Amis,Été,Australien,Photographie,Reykjavik
49,1783.0,Nature,4,Chaud,Couple,Hiver,Indien,Gastronomie,Bangkok
25,2723.0,Plage,4,Chaud,Couple,Hiver,Allemand,Opéra,Barcelone
62,1896.0,Aventure,10,Désertique,Solo,Automne,Allemand,Randonnée,Machu Picchu
27,,Cultuer,6,Froid,Famille,Été,Allemand,Opéra,Sydney
61,3107.0,Nature,13,Désertique,Famille,Automne,Français,Gastronomie,Le Cap
44,4967.0,Plage,20,Désertique,Famille,Hiver,Brésilien,Gastronomie,Santorin
36,4529.0,Shopping,4,Désertique,Solo,Été,Indien,Aurores boréales,Reykjavik
35,3100.0,Plage,3,Froid,Couple,Automne,Américain,Shopping,Santorin
43,2028.0,Culture,15,Chaud,Couple,Été,Canadien,Aurores boréales,Rome
21,5125.0,Ville,8,Chaud,Famille,Automne,Allemand,Histoire,Sydney
58,6727.0,Ville,4,Froid,Amis,Été,Britannique,Histoire,Berlin
35,3148.0,Culture,18,Tempéré,Solo,Printemps,Français,Aurores boréales,Paris
56,6859.0,Shopping,17,Tempéré,Famille,Été,Français,Architecture,Tokyo
42,4411.0,Cultuer,5,Froid,Amis,Automne,Chinois,Tango,
42,4411.0,Cultuer,5,Froid,Amis,Automne,Chinois,Tango,Reykjavik
32,3084.0,Culture,4,Tempéré,Famille,Hiver,Américain,Surf,Paris
66,6566.0,Plage,18,Tempéré,Couple,Été,Allemand,Opéra,Bali
46,2058.0,Plage,20,Désertique,Famille,Été,Français,Musée,Rio de Janeiro
22,4332.0,Aventure,17,Tempéré,Solo,Hiver,Indien,Carnaval,Machu Picchu
55,7249.0,Nature,10,Tempéré,Famille,Hiver,Français,Randonnée,Le Cap
29,7509.0,Histoire,20,Froid,Couple,Été,Brésilien,Romance,Venise
31,1369.0,Nature,15,Froid,Solo,Été,Australien,Ski,Reykjavik
68,2171.0,Plage,4,Tempéré,Couple,Automne,Chinois,Architecture,Barcelone
26,7435.0,Plage,14,Désertique,Famille,Printemps,Brésilien,Aurores boréales,Bali
31,,Cultuer,9,Froid,Amis,Printemps,Chinois,Musée,Londres
37,5597.0,Histoire,14,Tempéré,Couple,Été,Japonais,Photographie,Santorin
68,6711.0,Aventure,10,Chaud,Famille,Printemps,Japonais,Histoire,Rome
41,5627.0,Gastronomie,10,Chaud,Famille,Été,Américain,Gastronomie,Bangkok
51,1252.0,Histoire,6,Chaud,Famille,Automne,Chinois,Surf,Bali
46,4972.0,Gastronomie,8,Tempéré,Solo,Hiver,Brésilien,Opéra,Sydney
38,3275.0,Culture,18,Chaud,Famille,Printemps,Allemand,Gastronomie,Hanoï
58,4738.0,Plage,3,Froid,Couple,Automne,Français,Architecture,Barcelone
59,5936.0,Aventure,18,Chaud,Couple,Automne,Chinois,Musique,Queenstown
31,1569.0,Aventure,20,Froid,Amis,Automne,Canadien,Gastronomie,Queenstown
57,7071.0,Cultuer,17,Froid,Solo,Été,Allemand,Romance,Venise
60,1117.0,Culture,13,Désertique,Amis,Été,Chinois,Gastronomie,Hanoï
56,1498.0,Histoire,8,Chaud,Famille,Été,Allemand,Musée,Paris
63,3033.0,Culture,13,Chaud,Couple,Automne,Chinois,Musique,Vienne
58,4756.0,Nature,9,Désertique,Amis,Hiver,Japonais,Photographie,Reykjavik
43,1060.0,Histoire,15,Froid,Solo,Été,Australien,Opéra,Prague
32,4194.0,Ville,17,Désertique,Famille,Hiver,Chinois,Shopping,Dubai
58,7864.0,Aventure,19,Chaud,Couple,Automne,Indien,Gastronomie,Bangkok
68,4306.0,Culture,16,Chaud,Solo,Automne,Chinois,Musée,Paris
51,1375.0,Plage,12,Chaud,Couple,Automne,Britannique,Opéra,Bali
46,,Cultuer,17,Chaud,Solo,Été,Allemand,Musique,Vienne
57,4385.0,Ville,14,Tempéré,Famille,Automne,Chinois,Photographie,New York
33,4960.0,Nature,5,Tempéré,Amis,Printemps,Britannique,Histoire,Le Cap
65,3508.0,Gastronomie,7,Désertique,Amis,Printemps,Américain,Gastronomie,Lisbonne
27,1593.0,Gastronomie,5,Désertique,Couple,Hiver,Australien,Randonnée,Machu Picchu
28,6210.0,Culture,8,Désertique,Solo,Été,Britannique,Surf,Kyoto
62,7440.0,Nature,18,Chaud,Famille,Été,Français,Gastronomie,Bangkok
22,4464.0,Nature,15,Tempéré,Couple,Hiver,Américain,Ski,Le Cap
29,5902.0,Histoire,15,Froid,Couple,Printemps,Allemand,Histoire,Prague
34,6336.0,Culture,6,Désertique,Amis,Automne,Australien,Surf,Kyoto
18,3756.0,Cultuer,11,Désertique,Couple,Été,Britannique,Aurores boréales,Reykjavik
43,2215.0,Nature,16,Froid,Couple,Hiver,Chinois,Musée,Amsterdam
58,7240.0,Culture,9,Désertique,Couple,Automne,Américain,Photographie,Tokyo
31,2640.0,Culture,12,Tempéré,Famille,Hiver,Britannique,Romance,Venise
54,5726.0,Gastronomie,6,Désertique,Solo,Printemps,Chinois,Histoire,Kyoto
27,5665.0,Gastronomie,19,Chaud,Solo,Printemps,Japonais,Opéra,Sydney
65,2265.0,Culture,19,Désertique,Famille,Été,Australien,Musée,Paris
52,7251.0,Gastronomie,19,Froid,Solo,Été,Indien,Opéra,Sydney
43,1234.0,Histoire,3,Tempéré,Couple,Automne,Brésilien,Carnaval,Rio de Janeiro
50,2885.0,Culture,18,Chaud,Amis,Été,Américain,Musée,Paris
18,,Cultuer,8,Chaud,Solo,Printemps,Canadien,Randonnée,
18,,Cultuer,8,Chaud,Solo,Printemps,Canadien,Randonnée,Machu Picchu
68,1547.0,Nature,6,Tempéré,Couple,Printemps,Américain,Ski,Le Cap
52,3079.0,Ville,6,Désertique,Couple,Hiver,Britannique,Gastronomie,Lisbonne
23,6658.0,Ville,7,Chaud,Couple,Été,Français,Histoire,Berlin
59,6096.0,Ville,20,Froid,Couple,Été,Indien,Aurores boréales,Londres
41,3210.0,Histoire,6,Chaud,Famille,Été,Allemand,Ski,Santorin
38,7861.0,Histoire,17,Désertique,Amis,Automne,Brésilien,Carnaval,Dubai
30,1918.0,Gastronomie,11,Désertique,Famille,Été,Canadien,Photographie,Santorin
23,4725.0,Plage,13,Tempéré,Solo,Automne,Canadien,Randonnée,Le Cap
25,6757.0,Shopping,15,Froid,Solo,Hiver,Japonais,Aurores boréales,Reykjavik
38,6194.0,Cultuer,14,Désertique,Couple,Printemps,Chinois,Opéra,Sydney
53,1498.0,Nature,5,Froid,Amis,Printemps,Américain,Photographie,Reykjavik
66,1959.0,Aventure,10,Froid,Solo,Été,Américain,Romance,Queenstown
22,4111.0,Culture,16,Désertique,Couple,Automne,Français,Histoire,Istanbul
44,4070.0,Ville,13,Désertique,Couple,Hiver,Canadien,Opéra,Sydney
43,5858.0,Plage,16,Tempéré,Famille,Été,Australien,Tango,Buenos Aires
50,1706.0,Shopping,7,Froid,Famille,Hiver,Américain,Romance,Prague
31,6527.0,Histoire,9,Tempéré,Solo,Automne,Canadien,Ski,Queenstown
21,6206.0,Histoire,5,Chaud,Couple,Été,Indien,Ski,Queenstown
42,6044.0,Histoire,16,Chaud,Famille,Printemps,Français,Shopping,Marrakech
45,,Cultuer,7,Désertique,Amis,Hiver,Français,Randonnée,Machu Picchu
67,7787.0,Ville,7,Désertique,Solo,Automne,Brésilien,Tango,Dubai
20,3346.0,Ville,20,Tempéré,Amis,Hiver,Indien,Surf,Lisbonne
26,7835.0,Aventure,10,Désertique,Famille,Été,Britannique,Surf,Queenstown
55,2524.0,Aventure,9,Tempéré,Amis,Été,Indien,Musique,Machu Picchu
23,1299.0,Ville,14,Tempéré,Solo,Automne,Canadien,Histoire,Berlin
25,3819.0,Shopping,16,Froid,Famille,Été,Canadien,Surf,Londres
37,7125.0,Ville,8,Froid,Couple,Automne,Chinois,Musique,Londres
27,7635.0,Histoire,7,Chaud,Amis,Été,Britannique,Musée,Paris
69,6994.0,Histoire,18,Tempéré,Amis,Automne,Allemand,Ski,Queenstown
27,7006.0,Cultuer,4,Tempéré,Solo,Hiver,Britannique,Carnaval,Tokyo
38,7557.0,Plage,12,Désertique,Couple,Hiver,Australien,Aurores boréales,Bali
39,3402.0,Histoire,20,Désertique,Couple,Été,Chinois,Architecture,Barcelone
66,7111.0,Histoire,6,Tempéré,Famille,Printemps,Allemand,Histoire,Kyoto
18,1723.0,Histoire,18,Désertique,Famille,Printemps,Brésilien,Carnaval,Rio de Janeiro
33,3331.0,Shopping,11,Tempéré,Amis,Été,Australien,Architecture,Barcelone
54,7737.0,Plage,11,Tempéré,Famille,Automne,Américain,Ski,Bali
54,5559.0,Culture,9,Tempéré,Couple,Hiver,Chinois,Romance,Venise
68,3405.0,Histoire,13,Tempéré,Famille,Automne,Australien,Carnaval,Rio de Janeiro
27,3819.0,Aventure,11,Désertique,Amis,Été,Britannique,Architecture,Machu Picchu
69,,Cultuer,11,Tempéré,Solo,Automne,Chinois,Gastronomie,Tokyo
47,6063.0,Histoire,4,Froid,Solo,Automne,Indien,Carnaval,Queenstown
21,6131.0,Aventure,18,Froid,Famille,Automne,Japonais,Aurores boréales,Queenstown
61,5468.0,Aventure,4,Chaud,Amis,Automne,Britannique,Shopping,Queenstown
24,4245.0,Shopping,18,Désertique,Amis,Été,Chinois,Ski,Queenstown
54,3042.0,Culture,20,Froid,Solo,Automne,Japonais,Romance,Venise
51,1127.0,Aventure,8,Froid,Famille,Hiver,Chinois,Romance,Queenstown
46,2542.0,Shopping,16,Désertique,Couple,Printemps,Brésilien,Histoire,Rome
31,3934.0,Gastronomie,9,Chaud,Famille,Automne,Canadien,Gastronomie,Bangkok
64,5660.0,Aventure,3,Tempéré,Amis,Hiver,Canadien,Romance,Machu Picchu
29,3845.0,Cultuer,14,Chaud,Couple,Été,Britannique,Tango,
29,3845.0,Cultuer,14,Chaud,Couple,Été,Britannique,Tango,Buenos Aires
40,3633.0,Histoire,10,Désertique,Solo,Printemps,Indien,Ski,Queenstown
64,2712.0,Plage,4,Chaud,Famille,Printemps,Japonais,Musique,Barcelone
31,5589.0,Plage,12,Chaud,Couple,Automne,Allemand,Randonnée,Santorin
32,2288.0,Culture,20,Tempéré,Amis,Hiver,Allemand,Architecture,Mexico
26,2632.0,Culture,8,Chaud,Famille,Hiver,Australien,Gastronomie,Hanoï
47,6415.0,Nature,5,Froid,Couple,Automne,Canadien,Romance,Reykjavik
37,6744.0,Plage,3,Froid,Famille,Automne,Français,Carnaval,Rio de Janeiro
58,7307.0,Gastronomie,9,Froid,Amis,Printemps,Allemand,Ski,Queenstown
59,7623.0,Gastronomie,6,Chaud,Solo,Été,Brésilien,Randonnée,Machu Picchu
43,,Cultuer,17,Chaud,Solo,Hiver,Indien,Randonnée,Machu Picchu
34,7539.0,Plage,4,Tempéré,Famille,Été,Canadien,Romance,Venise
50,6310.0,Ville,4,Tempéré,Amis,Automne,Chinois,Photographie,New York
23,5173.0,Aventure,11,Froid,Famille,Automne,Chinois,Romance,Queenstown
25,5841.0,Culture,17,Froid,Amis,Été,Indien,Ski,Queenstown
60,1521.0,Histoire,5,Désertique,Amis,Été,Américain,Ski,Queenstown
20,4871.0,Nature,11,Désertique,Amis,Hiver,Canadien,Ski,Reykjavik
50,4293.0,Shopping,18,Chaud,Solo,Automne,Australien,Musique,Vienne
37,1497.0,Histoire,14,Désertique,Solo,Été,Australien,Architecture,Barcelone
29,6025.0,Aventure,12,Chaud,Famille,Printemps,Australien,Photographie,Queenstown
61,2392.0,Cultuer,10,Tempéré,Famille,Printemps,Chinois,Surf,Bali
56,1331.0,Aventure,5,Chaud,Couple,Printemps,Chinois,Romance,Machu Picchu
35,4325.0,Gastronomie,11,Désertique,Couple,Automne,Japonais,Photographie,Santorin
69,2110.0,Ville,7,Chaud,Famille,Printemps,Canadien,Musique,Bangkok
40,1800.0,Shopping,10,Froid,Solo,Été,Australien,Opéra,Prague
61,6996.0,Ville,9,Froid,Amis,Automne,Français,Surf,Londres
45,2116.0,Shopping,15,Froid,Amis,Hiver,Canadien,Randonnée,Machu Picchu
41,4608.0,Culture,18,Froid,Solo,Été,Indien,Opéra,Vienne
56,7554.0,Plage,19,Froid,Amis,Printemps,Canadien,Photographie,Santorin
28,3575.0,Nature,5,Désertique,Couple,Printemps,Japonais,Carnaval,Le Cap
68,,Cultuer,7,Froid,Solo,Été,Français,Randonnée,Machu Picchu
